measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),90,Norway,3,Both,22,All Ages,509,Chronic obstructive pulmonary disease,3,Rate,2016,320.47567528499997,376.104932464,265.573293182
3,YLDs (Years Lived with Disability),90,Norway,1,Male,23,5-14 years,509,Chronic obstructive pulmonary disease,1,Number,2016,26.7262912365,37.1319318023,17.0585072017
3,YLDs (Years Lived with Disability),90,Norway,2,Female,23,5-14 years,509,Chronic obstructive pulmonary disease,1,Number,2016,28.1385799121,38.0573848512,19.4750815493
3,YLDs (Years Lived with Disability),90,Norway,3,Both,23,5-14 years,509,Chronic obstructive pulmonary disease,1,Number,2016,54.8648711486,73.2122138524,37.2693607231
3,YLDs (Years Lived with Disability),90,Norway,1,Male,23,5-14 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00179973022812,0.0025513451361,0.00116092541937
3,YLDs (Years Lived with Disability),90,Norway,2,Female,23,5-14 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00188635101916,0.0025465463419,0.00130349751217
3,YLDs (Years Lived with Disability),90,Norway,3,Both,23,5-14 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00184259284266,0.00248603330824,0.0012935128648
3,YLDs (Years Lived with Disability),90,Norway,1,Male,23,5-14 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,8.30987615028,11.5452515191,5.3039189351200005
3,YLDs (Years Lived with Disability),90,Norway,2,Female,23,5-14 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,9.17282350048,12.406229284499998,6.348631887860001
3,YLDs (Years Lived with Disability),90,Norway,3,Both,23,5-14 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,8.73114594633,11.6509254614,5.9310123397200005
3,YLDs (Years Lived with Disability),90,Norway,1,Male,24,15-49 years,509,Chronic obstructive pulmonary disease,1,Number,2016,1315.47467447,1696.91458354,986.494883584
3,YLDs (Years Lived with Disability),90,Norway,2,Female,24,15-49 years,509,Chronic obstructive pulmonary disease,1,Number,2016,1351.64403796,1682.76133912,1061.41133927
3,YLDs (Years Lived with Disability),90,Norway,3,Both,24,15-49 years,509,Chronic obstructive pulmonary disease,1,Number,2016,2667.11871243,3289.85026784,2068.97645498
3,YLDs (Years Lived with Disability),90,Norway,1,Male,24,15-49 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00953308605613,0.0119088623842,0.00754710063807
3,YLDs (Years Lived with Disability),90,Norway,2,Female,24,15-49 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0085077776415,0.0109276161036,0.00640736803103
3,YLDs (Years Lived with Disability),90,Norway,3,Both,24,15-49 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00898298943737,0.0112439347915,0.00704273303585
3,YLDs (Years Lived with Disability),90,Norway,1,Male,24,15-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,103.481005283,133.486740865,77.6020125977
3,YLDs (Years Lived with Disability),90,Norway,2,Female,24,15-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,112.64739211999999,140.243045571,88.4591031203
3,YLDs (Years Lived with Disability),90,Norway,3,Both,24,15-49 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,107.931894943,133.13234684,83.7265129364
3,YLDs (Years Lived with Disability),90,Norway,1,Male,25,50-69 years,509,Chronic obstructive pulmonary disease,1,Number,2016,3723.9468973,4625.26301474,2879.46817824
3,YLDs (Years Lived with Disability),90,Norway,2,Female,25,50-69 years,509,Chronic obstructive pulmonary disease,1,Number,2016,3219.99058058,4016.49944315,2541.90675245
3,YLDs (Years Lived with Disability),90,Norway,3,Both,25,50-69 years,509,Chronic obstructive pulmonary disease,1,Number,2016,6943.93747788,8446.18133882,5529.20199905
3,YLDs (Years Lived with Disability),90,Norway,1,Male,25,50-69 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0338700728733,0.0429681346081,0.0260023360751
3,YLDs (Years Lived with Disability),90,Norway,2,Female,25,50-69 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0293074223512,0.0385228866,0.0213932259566
3,YLDs (Years Lived with Disability),90,Norway,3,Both,25,50-69 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0315845210252,0.0403162801005,0.024012132179
3,YLDs (Years Lived with Disability),90,Norway,1,Male,25,50-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,596.432972187,740.7891259209999,461.179982215
3,YLDs (Years Lived with Disability),90,Norway,2,Female,25,50-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,529.876056011,660.9481707010001,418.291759256
3,YLDs (Years Lived with Disability),90,Norway,3,Both,25,50-69 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,563.605108852,685.534823436,448.778017438
3,YLDs (Years Lived with Disability),90,Norway,1,Male,26,70+ years,509,Chronic obstructive pulmonary disease,1,Number,2016,3341.86477949,4025.65775514,2671.51048143
3,YLDs (Years Lived with Disability),90,Norway,2,Female,26,70+ years,509,Chronic obstructive pulmonary disease,1,Number,2016,3691.38379475,4415.81320229,2971.36682547
3,YLDs (Years Lived with Disability),90,Norway,3,Both,26,70+ years,509,Chronic obstructive pulmonary disease,1,Number,2016,7033.24857424,8245.72380347,5782.06498077
3,YLDs (Years Lived with Disability),90,Norway,1,Male,26,70+ years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0488343843172,0.0607532684338,0.0381988221537
3,YLDs (Years Lived with Disability),90,Norway,2,Female,26,70+ years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0422021086866,0.0557272638356,0.030719863156
3,YLDs (Years Lived with Disability),90,Norway,3,Both,26,70+ years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0451066606799,0.0574269139303,0.034556346954
3,YLDs (Years Lived with Disability),90,Norway,1,Male,26,70+ years,509,Chronic obstructive pulmonary disease,3,Rate,2016,1332.48815245,1605.1341447,1065.20050945
3,YLDs (Years Lived with Disability),90,Norway,2,Female,26,70+ years,509,Chronic obstructive pulmonary disease,3,Rate,2016,1134.77850793,1357.4773569,913.436098819
3,YLDs (Years Lived with Disability),90,Norway,3,Both,26,70+ years,509,Chronic obstructive pulmonary disease,3,Rate,2016,1220.85008129,1431.31477148,1003.6662898100001
3,YLDs (Years Lived with Disability),90,Norway,1,Male,27,Age-standardized,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0199513264591,0.0243202679478,0.0161604531219
3,YLDs (Years Lived with Disability),90,Norway,2,Female,27,Age-standardized,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0163781336382,0.0205752187173,0.0124044560334
3,YLDs (Years Lived with Disability),90,Norway,3,Both,27,Age-standardized,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0180233435217,0.0222653289646,0.0141903743103
3,YLDs (Years Lived with Disability),90,Norway,1,Male,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,2016,213.68750336899998,256.836207801,172.795381458
3,YLDs (Years Lived with Disability),90,Norway,2,Female,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,2016,194.47346883400002,228.05815532600002,161.348488791
3,YLDs (Years Lived with Disability),90,Norway,3,Both,27,Age-standardized,509,Chronic obstructive pulmonary disease,3,Rate,2016,203.133833963,238.872492397,167.822942502
3,YLDs (Years Lived with Disability),90,Norway,1,Male,28,<1 year,509,Chronic obstructive pulmonary disease,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,2,Female,28,<1 year,509,Chronic obstructive pulmonary disease,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,3,Both,28,<1 year,509,Chronic obstructive pulmonary disease,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,1,Male,28,<1 year,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,2,Female,28,<1 year,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,3,Both,28,<1 year,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,1,Male,28,<1 year,509,Chronic obstructive pulmonary disease,3,Rate,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,2,Female,28,<1 year,509,Chronic obstructive pulmonary disease,3,Rate,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,3,Both,28,<1 year,509,Chronic obstructive pulmonary disease,3,Rate,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),90,Norway,1,Male,30,80 to 84,509,Chronic obstructive pulmonary disease,1,Number,2016,652.496787078,799.936469806,509.300595989
3,YLDs (Years Lived with Disability),90,Norway,2,Female,30,80 to 84,509,Chronic obstructive pulmonary disease,1,Number,2016,736.863883889,909.91688457,587.550081137
3,YLDs (Years Lived with Disability),90,Norway,3,Both,30,80 to 84,509,Chronic obstructive pulmonary disease,1,Number,2016,1389.36067097,1668.17326782,1132.54769
3,YLDs (Years Lived with Disability),90,Norway,1,Male,30,80 to 84,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0498752529236,0.0642850520768,0.0388530783539
3,YLDs (Years Lived with Disability),90,Norway,2,Female,30,80 to 84,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0430196050952,0.0578202542325,0.0304209218265
3,YLDs (Years Lived with Disability),90,Norway,3,Both,30,80 to 84,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0459828704978,0.0585817424381,0.0348106402864
3,YLDs (Years Lived with Disability),90,Norway,1,Male,30,80 to 84,509,Chronic obstructive pulmonary disease,3,Rate,2016,1494.06415085,1831.66634098,1166.17855833
3,YLDs (Years Lived with Disability),90,Norway,2,Female,30,80 to 84,509,Chronic obstructive pulmonary disease,3,Rate,2016,1214.70537287,1499.97978285,968.5645558010001
3,YLDs (Years Lived with Disability),90,Norway,3,Both,30,80 to 84,509,Chronic obstructive pulmonary disease,3,Rate,2016,1331.64004441,1598.86944468,1085.4962917300002
3,YLDs (Years Lived with Disability),90,Norway,1,Male,31,85 to 89,509,Chronic obstructive pulmonary disease,1,Number,2016,412.810793014,499.719708909,331.930885035
3,YLDs (Years Lived with Disability),90,Norway,2,Female,31,85 to 89,509,Chronic obstructive pulmonary disease,1,Number,2016,575.363164972,697.224004626,457.994233206
3,YLDs (Years Lived with Disability),90,Norway,3,Both,31,85 to 89,509,Chronic obstructive pulmonary disease,1,Number,2016,988.173957986,1174.47951253,809.061067137
3,YLDs (Years Lived with Disability),90,Norway,1,Male,31,85 to 89,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0458790858557,0.0584519712526,0.0357257602832
3,YLDs (Years Lived with Disability),90,Norway,2,Female,31,85 to 89,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0388326568098,0.0523125567242,0.0274542444126
3,YLDs (Years Lived with Disability),90,Norway,3,Both,31,85 to 89,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.041487381302,0.053947822612,0.0309009385545
3,YLDs (Years Lived with Disability),90,Norway,1,Male,31,85 to 89,509,Chronic obstructive pulmonary disease,3,Rate,2016,1570.09456838,1900.64604402,1262.47396747
3,YLDs (Years Lived with Disability),90,Norway,2,Female,31,85 to 89,509,Chronic obstructive pulmonary disease,3,Rate,2016,1264.1378188200001,1531.87983885,1006.26502746
3,YLDs (Years Lived with Disability),90,Norway,3,Both,31,85 to 89,509,Chronic obstructive pulmonary disease,3,Rate,2016,1376.16470966,1635.6201702,1126.72599754
3,YLDs (Years Lived with Disability),90,Norway,1,Male,32,90 to 94,509,Chronic obstructive pulmonary disease,1,Number,2016,168.617302809,208.253998666,133.547706226
3,YLDs (Years Lived with Disability),90,Norway,2,Female,32,90 to 94,509,Chronic obstructive pulmonary disease,1,Number,2016,325.631541598,399.320496036,255.171290238
3,YLDs (Years Lived with Disability),90,Norway,3,Both,32,90 to 94,509,Chronic obstructive pulmonary disease,1,Number,2016,494.248844407,595.213057648,400.237881715
3,YLDs (Years Lived with Disability),90,Norway,1,Male,32,90 to 94,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0437697975773,0.0565510374538,0.032954818103
3,YLDs (Years Lived with Disability),90,Norway,2,Female,32,90 to 94,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0363126143827,0.0492995573111,0.0250400579585
3,YLDs (Years Lived with Disability),90,Norway,3,Both,32,90 to 94,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0385454571179,0.0513031672092,0.0279185376466
3,YLDs (Years Lived with Disability),90,Norway,1,Male,32,90 to 94,509,Chronic obstructive pulmonary disease,3,Rate,2016,1661.2899363400002,2051.80765214,1315.7692400399999
3,YLDs (Years Lived with Disability),90,Norway,2,Female,32,90 to 94,509,Chronic obstructive pulmonary disease,3,Rate,2016,1329.08560551,1629.85170497,1041.49766061
3,YLDs (Years Lived with Disability),90,Norway,3,Both,32,90 to 94,509,Chronic obstructive pulmonary disease,3,Rate,2016,1426.39532916,1717.77665217,1155.08099107
3,YLDs (Years Lived with Disability),90,Norway,1,Male,158,<20 years,509,Chronic obstructive pulmonary disease,1,Number,2016,62.5112171627,84.7382916025,42.9842552128
3,YLDs (Years Lived with Disability),90,Norway,2,Female,158,<20 years,509,Chronic obstructive pulmonary disease,1,Number,2016,64.8609201184,84.707789275,47.8731360176
3,YLDs (Years Lived with Disability),90,Norway,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,1,Number,2016,127.372137281,165.538915411,91.8789321123
3,YLDs (Years Lived with Disability),90,Norway,1,Male,158,<20 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00192541157119,0.00255914228507,0.00138653707673
3,YLDs (Years Lived with Disability),90,Norway,2,Female,158,<20 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00191931373081,0.00253798339359,0.00139057685734
3,YLDs (Years Lived with Disability),90,Norway,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00192208676282,0.00250833821097,0.00141685132189
3,YLDs (Years Lived with Disability),90,Norway,1,Male,158,<20 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,9.66535727588,13.102062325099999,6.6461381289000006
3,YLDs (Years Lived with Disability),90,Norway,2,Female,158,<20 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,10.5700428229,13.8043826457,7.801633045719999
3,YLDs (Years Lived with Disability),90,Norway,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,10.105811487599999,13.1339954618,7.28975101957
3,YLDs (Years Lived with Disability),90,Norway,1,Male,159,10 to 24,509,Chronic obstructive pulmonary disease,1,Number,2016,107.770828858,144.329632403,76.7423391136
3,YLDs (Years Lived with Disability),90,Norway,2,Female,159,10 to 24,509,Chronic obstructive pulmonary disease,1,Number,2016,110.451607709,145.334330763,80.5459401196
3,YLDs (Years Lived with Disability),90,Norway,3,Both,159,10 to 24,509,Chronic obstructive pulmonary disease,1,Number,2016,218.222436567,286.257823486,159.562966714
3,YLDs (Years Lived with Disability),90,Norway,1,Male,159,10 to 24,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00296641875988,0.00390743176392,0.00218557598921
3,YLDs (Years Lived with Disability),90,Norway,2,Female,159,10 to 24,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.00261267695359,0.0035062968575,0.00186234684975
3,YLDs (Years Lived with Disability),90,Norway,3,Both,159,10 to 24,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0027755272191,0.00362778541396,0.00205237865834
3,YLDs (Years Lived with Disability),90,Norway,1,Male,159,10 to 24,509,Chronic obstructive pulmonary disease,3,Rate,2016,21.444780558599998,28.7194348209,15.270575899599999
3,YLDs (Years Lived with Disability),90,Norway,2,Female,159,10 to 24,509,Chronic obstructive pulmonary disease,3,Rate,2016,23.2562332472,30.6009949981,16.9594196896
3,YLDs (Years Lived with Disability),90,Norway,3,Both,159,10 to 24,509,Chronic obstructive pulmonary disease,3,Rate,2016,22.3249172367,29.2851748803,16.3238486471
3,YLDs (Years Lived with Disability),90,Norway,1,Male,235,95 plus,509,Chronic obstructive pulmonary disease,1,Number,2016,37.72665833,46.6233842945,29.4338430767
3,YLDs (Years Lived with Disability),90,Norway,2,Female,235,95 plus,509,Chronic obstructive pulmonary disease,1,Number,2016,115.537738163,147.149346718,88.2989419045
3,YLDs (Years Lived with Disability),90,Norway,3,Both,235,95 plus,509,Chronic obstructive pulmonary disease,1,Number,2016,153.264396493,190.490176914,120.708170933
3,YLDs (Years Lived with Disability),90,Norway,1,Male,235,95 plus,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0464559582795,0.0606204032418,0.034573370075
3,YLDs (Years Lived with Disability),90,Norway,2,Female,235,95 plus,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0388511288947,0.053608723707,0.02655583872
3,YLDs (Years Lived with Disability),90,Norway,3,Both,235,95 plus,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0404771446861,0.0546775271946,0.0284731680501
3,YLDs (Years Lived with Disability),90,Norway,1,Male,235,95 plus,509,Chronic obstructive pulmonary disease,3,Rate,2016,1896.86682346,2344.18723472,1479.91056962
3,YLDs (Years Lived with Disability),90,Norway,2,Female,235,95 plus,509,Chronic obstructive pulmonary disease,3,Rate,2016,1563.17123952,1990.86143073,1194.64314136
3,YLDs (Years Lived with Disability),90,Norway,3,Both,235,95 plus,509,Chronic obstructive pulmonary disease,3,Rate,2016,1633.92555665,2030.7832443399998,1286.84919588
3,YLDs (Years Lived with Disability),90,Norway,1,Male,420,<70 years,509,Chronic obstructive pulmonary disease,1,Number,2016,5069.13117819,6222.45209753,4017.22850522
3,YLDs (Years Lived with Disability),90,Norway,2,Female,420,<70 years,509,Chronic obstructive pulmonary disease,1,Number,2016,4602.96232694,5620.48864222,3717.00434415
3,YLDs (Years Lived with Disability),90,Norway,3,Both,420,<70 years,509,Chronic obstructive pulmonary disease,1,Number,2016,9672.09350513,11573.037456,7803.57669675
3,YLDs (Years Lived with Disability),90,Norway,1,Male,420,<70 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0189248986972,0.023608236376,0.0151019959443
3,YLDs (Years Lived with Disability),90,Norway,2,Female,420,<70 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0159952561686,0.020442041592,0.0119429558664
3,YLDs (Years Lived with Disability),90,Norway,3,Both,420,<70 years,509,Chronic obstructive pulmonary disease,2,Percent,2016,0.0174042031637,0.0217631702082,0.0135571883505
3,YLDs (Years Lived with Disability),90,Norway,1,Male,420,<70 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,213.55163126000002,262.138569541,169.237226317
3,YLDs (Years Lived with Disability),90,Norway,2,Female,420,<70 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,203.4143634,248.380942086,164.262059673
3,YLDs (Years Lived with Disability),90,Norway,3,Both,420,<70 years,509,Chronic obstructive pulmonary disease,3,Rate,2016,208.60420534499997,249.60307514199997,168.30471239899998
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,1,Under 5,322,Lower respiratory infections,1,Number,2015,102.920173118,152.263431976,66.3479766882
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,1,Under 5,322,Lower respiratory infections,1,Number,2015,72.6359702042,107.08877157,46.4185694221
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,1,Under 5,322,Lower respiratory infections,1,Number,2015,175.556143323,258.069969723,113.097588121
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,1,Under 5,322,Lower respiratory infections,2,Percent,2015,0.00174005144901,0.00219341205225,0.00133043945829
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,1,Under 5,322,Lower respiratory infections,2,Percent,2015,0.00134098122018,0.00172097850579,0.00101763528816
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,1,Under 5,322,Lower respiratory infections,2,Percent,2015,0.00154861156294,0.00196512658544,0.00117539245143
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,1,Under 5,322,Lower respiratory infections,3,Rate,2015,5.04492315882,7.46362244584,3.2522335903
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,1,Under 5,322,Lower respiratory infections,3,Rate,2015,3.7391835186300004,5.51275860373,2.38955367779
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,1,Under 5,322,Lower respiratory infections,3,Rate,2015,4.40803835971,6.479877630570001,2.8397667970600002
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,2,Early Neonatal,322,Lower respiratory infections,1,Number,2015,4.54752270478,7.07705391999,2.66872832048
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,2,Early Neonatal,322,Lower respiratory infections,1,Number,2015,2.18687994865,3.37337054351,1.25897708773
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,2,Early Neonatal,322,Lower respiratory infections,1,Number,2015,6.73440265342,10.3907603295,3.9065949316
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,2,Early Neonatal,322,Lower respiratory infections,2,Percent,2015,0.0263886921661,0.0370094912938,0.0179051663868
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,2,Early Neonatal,322,Lower respiratory infections,2,Percent,2015,0.0177770148057,0.024334820461,0.0120195839432
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,2,Early Neonatal,322,Lower respiratory infections,2,Percent,2015,0.0227156800322,0.0313375192111,0.0158736875422
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,2,Early Neonatal,322,Lower respiratory infections,3,Rate,2015,59.656727776,92.8404114875,35.009742503400005
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,2,Early Neonatal,322,Lower respiratory infections,3,Rate,2015,30.203131969799998,46.589825734099996,17.3878091256
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,2,Early Neonatal,322,Lower respiratory infections,3,Rate,2015,45.3086598964,69.9084165384,26.2833379912
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,3,Late Neonatal,322,Lower respiratory infections,1,Number,2015,5.27556807099,7.89417863699,3.25211457656
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,3,Late Neonatal,322,Lower respiratory infections,1,Number,2015,2.71477238567,4.1287143347,1.66330809641
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,3,Late Neonatal,322,Lower respiratory infections,1,Number,2015,7.99034045666,12.0616367087,4.9187288213
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,3,Late Neonatal,322,Lower respiratory infections,2,Percent,2015,0.0104336079516,0.0140280569218,0.00752657625086
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,3,Late Neonatal,322,Lower respiratory infections,2,Percent,2015,0.0077471511908,0.0101490297143,0.00570936320107
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,3,Late Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00930937079789,0.0121198835018,0.00704378363902
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,3,Late Neonatal,322,Lower respiratory infections,3,Rate,2015,23.1068127393,34.576239949999994,14.244153713100001
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,3,Late Neonatal,322,Lower respiratory infections,3,Rate,2015,12.5148146111,19.032937992799997,7.66767504251
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,3,Late Neonatal,322,Lower respiratory infections,3,Rate,2015,17.946266017,27.090377706599998,11.0474411412
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,4,Post Neonatal,322,Lower respiratory infections,1,Number,2015,32.0708138031,47.2488064751,20.2813601214
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,4,Post Neonatal,322,Lower respiratory infections,1,Number,2015,20.0671447357,30.0243052791,12.7764435619
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,4,Post Neonatal,322,Lower respiratory infections,1,Number,2015,52.1379585388,76.9988164374,33.3097217322
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,4,Post Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00394381822523,0.00509659254683,0.00290724284419
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,4,Post Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00330826357858,0.00418798740578,0.00251229857137
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,4,Post Neonatal,322,Lower respiratory infections,2,Percent,2015,0.00366347114464,0.00458561615177,0.00285050714438
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,4,Post Neonatal,322,Lower respiratory infections,3,Rate,2015,8.778722292320001,12.9333840181,5.55160306533
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,4,Post Neonatal,322,Lower respiratory infections,3,Rate,2015,5.78015768841,8.64822680474,3.6801378301499996
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,4,Post Neonatal,322,Lower respiratory infections,3,Rate,2015,7.31763538133,10.806891548400001,4.67506601948
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,5,1 to 4,322,Lower respiratory infections,1,Number,2015,61.0262685396,91.985393653,38.3598084247
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,5,1 to 4,322,Lower respiratory infections,1,Number,2015,47.6671731342,71.6349938194,30.4248735161
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,5,1 to 4,322,Lower respiratory infections,1,Number,2015,108.693441674,163.619604283,68.5974149221
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,5,1 to 4,322,Lower respiratory infections,2,Percent,2015,0.00121434249652,0.0016557525816,0.000850794130606
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,5,1 to 4,322,Lower respiratory infections,2,Percent,2015,0.00100201081147,0.00136595701769,0.000714065202407
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,5,1 to 4,322,Lower respiratory infections,2,Percent,2015,0.00111052469662,0.00150677795013,0.00079379536314
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,5,1 to 4,322,Lower respiratory infections,3,Rate,2015,3.7113925398900003,5.594212327779999,2.33290204736
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,5,1 to 4,322,Lower respiratory infections,3,Rate,2015,3.04299409123,4.57306042261,1.9422739854
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,5,1 to 4,322,Lower respiratory infections,3,Rate,2015,3.38529542587,5.095990056380001,2.13649058661
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,6,5 to 9,322,Lower respiratory infections,1,Number,2015,41.9392092319,66.2392088693,24.9272473907
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,6,5 to 9,322,Lower respiratory infections,1,Number,2015,36.6433526539,56.3099882593,22.3168368977
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,6,5 to 9,322,Lower respiratory infections,1,Number,2015,78.5825618858,122.001696378,47.4519073149
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,6,5 to 9,322,Lower respiratory infections,2,Percent,2015,0.000515100161431,0.000721338616628,0.000348415645195
3,YLDs (Years Lived with Disability),95,United Kingdom,2,Female,6,5 to 9,322,Lower respiratory infections,2,Percent,2015,0.000501846875315,0.000686207667374,0.000353100201788
3,YLDs (Years Lived with Disability),95,United Kingdom,3,Both,6,5 to 9,322,Lower respiratory infections,2,Percent,2015,0.000507767362973,0.000703468676882,0.000356989748985
3,YLDs (Years Lived with Disability),95,United Kingdom,1,Male,6,5 to 9,322,Lower respiratory infections,3,Rate,2015,2.0505034218100002,3.23858572758,1.21874987648
